"inventory_type_id","inventory_type_description","min_order_qty","price_per_unit","inventory_sub_type","discount","min_variance","max_variance","auto_renewal_flag","erp_inventory_id","pickup_location_id","umo_value","category","face_value","min_variance_disc","max_variance_disc","tax_plan","dealer_discount","return_policy","due_date","ziada_points","esd_signature","batch_size","prefix","serial_counter","pallet_size","available","w_period","prod_family","price_group","work_category","equip_type","used_stock","sim_card","item_type","vendor_id","type_id","damage_code","service_code","v_item_type","used_item_code","w_avg_ucost","calc_wac","quantity","add_date","prevwavg_ucost","mod_date","v_item_code","v_item_no","available_date","expiry_date","consigment_po","status","DEPOSIT_PRICE","ADD_BY","MOD_BY","national_material_code","wg_material_code","SUB_CATEGORY","weight","return_flag","color","size","is_bundle","parent_id","send_to_bi","remarks"
669.0,"Unlimited Safari Mins + 10,000 Tele Mins",1.0,,L,0.0,0.0,0.0,N,"1424",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-13 09:04:32.000,,,,,2024-08-13 00:00:00.000,2124-08-13 00:00:00.000,,,,pagure1,,,,,,,,,,,,
670.0,"1000 GB for 1 year",1.0,,L,0.0,0.0,0.0,N,"1423",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-13 09:08:37.000,,,,,2024-08-13 00:00:00.000,2124-08-13 00:00:00.000,,,,pagure1,,,,,,,,,,,,
671.0,"30GB+200 Allnet Call & SMS +100 Airtime",1.0,,L,0.0,0.0,0.0,N,"1042",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-29 09:22:02.000,,,,,2024-08-29 00:00:00.000,2124-08-29 00:00:00.000,,,,pagure1,,,,,,,,,,,,
672.0,"90GB+500 Allnet Call & SMS +400 Airtime",1.0,,L,0.0,0.0,0.0,N,"1044",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-29 09:54:33.000,,,,,2024-08-29 00:00:00.000,2124-08-29 00:00:00.000,,,,pagure1,,,,,,,,,,,,
673.0,"120GB+700 Allnet Call & SMS +500 Airtime",1.0,,L,0.0,0.0,0.0,N,"1045",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-29 09:56:26.000,,,,,2024-08-29 00:00:00.000,2124-08-29 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
674.0,"60GB+300 Allnet Call & SMS +300 Airtime",1.0,,L,0.0,0.0,0.0,N,"1043",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-29 10:25:56.000,,,,,2024-08-29 00:00:00.000,2124-08-29 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
675.0,"Unlimited Safari Mins + 10,000 Tele Mins",1.0,,L,0.0,0.0,0.0,N,"1031",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-30 11:51:56.000,,,,,2024-08-30 00:00:00.000,2124-08-30 00:00:00.000,,,,fgirma1,,,,,,,,,,,,
676.0,Yearly Unlimited Internet,1.0,,L,0.0,0.0,0.0,N,"1426",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-02 15:17:41.000,,,,,2024-09-02 00:00:00.000,2124-09-02 00:00:00.000,,,,fgirma1,,,,,,,,,,,,
677.0,"Unlimited Safari Mins + 10,000 Tele Mins +1000GB",1.0,,L,0.0,0.0,0.0,N,"1425",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17 11:33:40.000,,,,,2024-09-17 00:00:00.000,2124-09-17 00:00:00.000,,,,fgirma1,,,,,,,,,,,,
678.0,Kimem Itel Pro - Device Financing,1.0,0.0,P,0.0,0.0,0.0,Y,EDF00001,,,device,,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-11-13 14:33:10.000,,,,,2025-11-13 14:33:10.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
679.0,Safaricom Ethiopia Bulk SMS,1.0,10.0,L,0.0,,,N,ETQ00004,,,bulk sms,,,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-25 09:08:53.000,,2024-11-06 14:02:41.000,,,2024-10-25 00:00:00.000,2099-12-31 00:00:00.000,,,,aadmin,,,,NON VOUCHER PRODUCT,1,Y,"","","",,,
680.0,"100 Mins ",1.0,,L,0.0,0.0,0.0,N,"1463",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-31 09:54:29.000,,,,,2024-10-31 00:00:00.000,2124-10-31 00:00:00.000,,,,pagure1,,,,,,,,,,,,
681.0,Weekly ,1.0,,L,0.0,0.0,0.0,N,"1202",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26 12:52:59.000,,,,,2024-11-26 00:00:00.000,2124-11-26 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
682.0,Enable CRBT,1.0,,L,0.0,0.0,0.0,N,"1493",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-29 09:43:12.000,,,,,2024-11-29 00:00:00.000,2124-11-29 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
684.0,TEst,1.0,2000.0,L,0.0,0.0,0.0,Y,ETQ00008,,,payment,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-06 10:35:57.000,,,,,2024-12-06 00:00:00.000,2099-12-31 00:00:00.000,,,,aadmin,,,,NON VOUCHER PRODUCT,,Y,"","",,,,
685.0,"250GB_Valid 90 Days",1.0,,L,0.0,0.0,0.0,N,"1473",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-09 17:06:29.000,,,,,2024-12-09 00:00:00.000,2124-12-09 00:00:00.000,,,,fgirma1,,,,,,,,,,,,
686.0,Weekly 1 GB,1.0,,L,0.0,0.0,0.0,N,"1545",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-11 12:29:49.000,,,,,2024-12-11 00:00:00.000,2124-12-11 00:00:00.000,,,,fgirma1,,,,,,,,,,,,
687.0,Weekly 3 GB,1.0,,L,0.0,0.0,0.0,N,"1546",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-11 12:36:42.000,,,,,2024-12-11 00:00:00.000,2124-12-11 00:00:00.000,,,,bbekele,,,,,,,,,,,,
688.0,Weekly 5 GB,1.0,,L,0.0,0.0,0.0,N,"1547",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-11 15:21:46.000,,,,,2024-12-11 00:00:00.000,2124-12-11 00:00:00.000,,,,bbekele,,,,,,,,,,,,
689.0,testinventory,1.0,0.0,L,0.0,0.0,0.0,N,ETADIS01,,,payment,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-14 15:14:54.000,,,,,2025-01-14 15:47:00.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
690.0,testinventory,,100.0,L,0.0,,,Y,ETADIS08,,,payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-14 15:10:17.000,,,,,2025-01-14 15:10:17.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,N,,,,,,
691.0,Discount - ETH Electronic voucher 500,,0.0,L,0.0,,,N,DISV0500,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-14 16:55:00.000,,,,,2025-04-10 10:04:56.000,2099-12-31 00:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
692.0,Discount - Ethiopia Pinless airtime,,6.0,L,0.0,,,N,DISP1000,,,physical voucher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-14 17:04:00.000,,,,,2025-01-14 17:04:00.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Voucher Product,1,Y,,,,,,
693.0,Connector - APPG power connector test,,6.0,P,0.0,,,N,NIF06453,,,physical voucher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-14 17:09:00.000,,,,,2025-01-14 17:09:00.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Voucher Product,1,N,,,,,,
694.0,PO_ADDON_CRBT,1.0,,L,0.0,0.0,0.0,N,"1586",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-20 12:28:56.000,,,,,2025-01-20 00:00:00.000,2125-01-20 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
695.0,FTTH - 10 Mbps,1.0,,L,0.0,0.0,0.0,N,"1619",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28 22:59:33.000,,,,,2025-01-28 00:00:00.000,2125-01-28 00:00:00.000,,,,ibright,,,,,,,,,,,,
696.0,FTTH - 20 Mbps,1.0,,L,0.0,0.0,0.0,N,"1620",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28 23:12:19.000,,,,,2025-01-28 00:00:00.000,2125-01-28 00:00:00.000,,,,ibright,,,,,,,,,,,,
697.0,CPE ONT - GPON Terminal,,0.0,P,0.0,,,Y,ETD20212,,,device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-30 16:45:29.000,,,,,2025-01-30 16:45:29.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
698.0,A3 Self Adhesive Poster,,15.0,P,0.0,,,N,ETMA0015,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-29 15:31:06.000,,,,,2025-01-29 15:31:06.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
699.0,Ethiopia Fixed Data Service,1.0,0.0,L,0.0,,,N,EFS00001,,,etopup,,,,102.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2025-05-28 16:42:26.000,,2025-02-03 12:41:11.000,,,2025-05-28 16:42:26.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,N,,,"",,,
700.0,"1 GB",1.0,,L,0.0,0.0,0.0,N,"771",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-17 10:32:24.000,,,,,2025-02-17 00:00:00.000,2125-02-17 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
701.0,Daily,1.0,,L,0.0,0.0,0.0,N,"1204",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-18 09:17:10.000,,,,,2025-02-18 00:00:00.000,2125-02-18 00:00:00.000,,,,fgirma1,,,,,,,,,,,,
702.0,"1,000 Tele Mins+ 6GB + 50 Tele SMS",1.0,,L,0.0,0.0,0.0,N,"1415",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-26 10:48:31.000,,,,,2025-02-26 00:00:00.000,2125-02-26 00:00:00.000,,,,aguta,,,,,,,,,,,,
703.0,"3 GB",1.0,,L,0.0,0.0,0.0,N,"1605",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-07 10:47:12.000,,,,,2025-03-07 00:00:00.000,2125-03-07 00:00:00.000,,,,fgirma1,,,,,,,,,,,,
704.0,Monthly,1.0,,L,0.0,0.0,0.0,N,"766",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 20:55:44.000,,,,,2025-04-24 00:00:00.000,2125-04-24 00:00:00.000,,,,pagure1,,,,,,,,,,,,
705.0,"10 GB",1.0,,L,0.0,0.0,0.0,N,"1606",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-14 17:11:22.000,,,,,2025-05-14 00:00:00.000,2125-05-14 00:00:00.000,,,,pagure1,,,,,,,,,,,,
706.0,testinventory,,100.0,L,0.0,,,Y,PA000,,,payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-05-22 19:02:10.000,,,,,2025-05-22 19:02:10.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,N,,,,,,
707.0,Safaricom Ethiopia Advance payment for Enterprise postpaid services,,0.0,P,0.0,,,N,ETQ00005,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-05-22 19:08:51.000,,,,,2025-05-22 19:08:51.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
708.0,Safaricom Ethiopia Advance payment for Enterprise postpaid services,,0.0,P,0.0,,,N,ETQ000099,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-05-22 19:11:28.000,,,,,2025-05-22 19:11:28.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
709.0,Safaricom Ethiopia Advance payment for Enterprise postpaid services,,0.0,P,0.0,,,N,ETQ000019,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-05-22 19:25:13.000,,,,,2025-05-22 19:25:13.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
710.0,Weekly,1.0,,L,0.0,0.0,0.0,N,"765",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-26 11:15:30.000,,,,,2025-05-26 00:00:00.000,2125-05-26 00:00:00.000,,,,pagure1,,,,,,,,,,,,
711.0,iPhone 20 Pro Max 512 TB Graphite,,0.0,P,0.0,,,Y,ETD22200,,,device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-05-28 16:46:26.000,,,,,2025-05-28 16:46:26.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
712.0,"40 SMS",1.0,,L,0.0,0.0,0.0,N,"1714",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30 14:22:17.000,,,,,2025-05-30 00:00:00.000,2125-05-30 00:00:00.000,,,,qretailer1,,,,,,,,,,,,
713.0,Pre pay Fiber 40 Mbps,1.0,,L,0.0,0.0,0.0,N,"1771",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-12 18:10:12.000,,,,,2025-06-12 00:00:00.000,2125-06-12 00:00:00.000,,,,aguta,,,,,,,,,,,,
714.0,"15 GB",1.0,,L,0.0,0.0,0.0,N,"1607",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13 17:36:56.000,,,,,2025-06-13 00:00:00.000,2125-06-13 00:00:00.000,,,,pagure1,,,,,,,,,,,,
715.0,"500 MB + 500 MB",1.0,,L,0.0,0.0,0.0,N,"1564",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-04 13:21:59.000,,,,,2025-07-04 00:00:00.000,2125-07-04 00:00:00.000,,,,atadesse,,,,,,,,,,,,
716.0,Weekly 30 Mintues,1.0,,L,0.0,0.0,0.0,N,"1790",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-10 09:52:21.000,,,,,2025-07-10 00:00:00.000,2125-07-10 00:00:00.000,,,,fgirma1,,,,,,,,,,,,
717.0,Daily 10 Mintues,1.0,,L,,,,,"1789",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
718.0,Monthly 50 Mintues,1.0,,L,,,,,"1791",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
719.0,Daily 10 Mintues,1.0,,L,,,,,"1798",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
720.0,Insurance Sajipro - Kitted 2 Years,,0.0,P,0.0,,,N,DEV12827,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-07-24 14:36:26.000,,,,,2025-07-24 14:36:26.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
721.0,Weekly 30 Mintues,1.0,,L,,,,,"1799",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
722.0,Monthly 50 Mintues,1.0,,L,,,,,"1800",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
723.0,Daily 10 Mintues,1.0,,L,,,,,"1795",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
724.0,Weekly 30 Mintues,1.0,,L,,,,,"1796",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
725.0,Monthly 50  Mintues,1.0,,L,,,,,"1797",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
726.0,Daily 10 Mintues,1.0,,L,,,,,"1792",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
727.0,Weekly 30 Mintues,1.0,,L,,,,,"1793",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
728.0,Monthly 50  Mintues,1.0,,L,,,,,"1794",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
729.0,Insurance Mobigo 2 Plus Q 4GB- CASH  1 Year,,0.0,P,0.0,,,N,DEV12831,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-07-24 15:00:26.000,,,,,2025-07-24 15:00:26.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
730.0,Insurance Sajipro - Kitted 1 Year,,0.0,P,0.0,,,N,DEV12828,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-07-24 15:02:26.000,,,,,2025-07-24 15:02:26.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
731.0,Insurance Mobigo 2 Plus Q 4GB - Kitted,,0.0,P,0.0,,,N,DEV12830,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-07-24 15:04:26.000,,,,,2025-07-24 15:04:26.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
732.0,Insurance Mobigo 2 Plus Q 4GB - Kitted 1 Year,,0.0,P,0.0,,,N,DEV12829,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-07-24 15:06:26.000,,,,,2025-07-24 15:06:26.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
733.0,"600 SMS",1.0,,L,0.0,0.0,0.0,N,"1719",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-14 13:39:48.000,,,,,2025-08-14 00:00:00.000,2125-08-14 00:00:00.000,,,,aguta,,,,,,,,,,,,
734.0,For_Test,,0.0,P,0.0,,,Y,ZMR0001,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-08-22 09:50:27.000,,,,,2025-08-22 09:50:27.000,2099-12-31 00:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
735.0,"1 GB",1.0,,L,0.0,0.0,0.0,N,"690",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-22 13:58:43.000,,,,,2025-08-22 00:00:00.000,2125-08-22 00:00:00.000,,,,pagure1,,,,,,,,,,,,
736.0,"2 GB",1.0,,L,0.0,0.0,0.0,N,"1702",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-25 12:19:23.000,,,,,2025-08-25 00:00:00.000,2125-08-25 00:00:00.000,,,,pagure1,,,,,,,,,,,,
737.0,Pre pay AirFiber 40 Mbps,1.0,,L,0.0,0.0,0.0,N,"1781",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-25 15:18:52.000,,,,,2025-08-25 00:00:00.000,2125-08-25 00:00:00.000,,,,aguta,,,,,,,,,,,,
738.0,Pre pay Fiber 10 Mbps,1.0,,L,0.0,0.0,0.0,N,"1768",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-01 14:31:32.000,,,,,2025-09-01 00:00:00.000,2125-09-01 00:00:00.000,,,,aguta,,,,,,,,,,,,
739.0,Insurance Neon Ray - Black,,0.0,P,0.0,,,N,DEV12833,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-09-02 09:24:26.000,,,,,2025-09-02 09:24:26.000,2099-12-31 00:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
740.0,Insurance for Neon Smarta 2  Dual Sim Cash -Black,,0.0,P,0.0,,,N,DEV12832,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-09-02 09:26:26.000,,,,,2025-09-02 09:26:26.000,2099-12-31 00:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
741.0,"1000 SMS",1.0,,L,0.0,0.0,0.0,N,"1720",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-16 14:07:56.000,,,,,2025-09-16 00:00:00.000,2125-09-16 00:00:00.000,,,,pagure1,,,,,,,,,,,,
742.0,"800 MB",1.0,,L,0.0,0.0,0.0,N,"1843",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-16 14:47:51.000,,,,,2025-09-16 00:00:00.000,2125-09-16 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
743.0,"5.5 GB",1.0,,L,0.0,0.0,0.0,N,"1704",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-22 14:35:07.000,,,,,2025-09-22 00:00:00.000,2125-09-22 00:00:00.000,,,,pagure1,,,,,,,,,,,,
744.0,"4GB",1.0,,L,0.0,0.0,0.0,N,"1887",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-13 12:53:08.000,,,,,2025-10-13 00:00:00.000,2125-10-13 00:00:00.000,,,,pagure1,,,,,,,,,,,,
745.0,"100MB",1.0,,L,0.0,0.0,0.0,N,"1883",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-13 14:15:59.000,,,,,2025-10-13 00:00:00.000,2125-10-13 00:00:00.000,,,,pagure1,,,,,,,,,,,,
746.0,"3 GB",1.0,,L,0.0,0.0,0.0,N,"1943",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-13 14:31:19.000,,,,,2025-10-13 00:00:00.000,2125-10-13 00:00:00.000,,,,pagure1,,,,,,,,,,,,
747.0,"24 Mins",1.0,,L,0.0,0.0,0.0,N,"1958",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-13 14:32:54.000,,,,,2025-10-13 00:00:00.000,2125-10-13 00:00:00.000,,,,pagure1,,,,,,,,,,,,
748.0,"3GB",1.0,,L,0.0,0.0,0.0,N,"1895",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-13 14:44:06.000,,,,,2025-10-13 00:00:00.000,2125-10-13 00:00:00.000,,,,pagure1,,,,,,,,,,,,
749.0,"2GB",1.0,,L,0.0,0.0,0.0,N,"1886",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-14 14:52:13.000,,,,,2025-10-14 00:00:00.000,2125-10-14 00:00:00.000,,,,bbekele,,,,,,,,,,,,
750.0,"5GB",1.0,,L,0.0,0.0,0.0,N,"1910",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-15 10:38:55.000,,,,,2025-10-15 00:00:00.000,2125-10-15 00:00:00.000,,,,pagure1,,,,,,,,,,,,
751.0,Wullo 100 GB,1.0,,L,0.0,0.0,0.0,N,"1857",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-17 11:48:51.000,,,,,2025-10-17 00:00:00.000,2125-10-17 00:00:00.000,,,,aguta,,,,,,,,,,,,
752.0,"50GB",1.0,,L,0.0,0.0,0.0,N,"1913",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-29 15:11:36.000,,,,,2025-10-29 02:00:00.000,2125-10-29 02:00:00.000,,,,pagure1,,,,,,,,,,,,
753.0,"100GB",1.0,,L,0.0,0.0,0.0,N,"1915",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-29 16:17:35.000,,,,,2025-10-29 02:00:00.000,2125-10-29 02:00:00.000,,,,pagure1,,,,,,,,,,,,
754.0,testinventory,,100.0,L,0.0,,,Y,PAY00000,,,payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-11-03 16:14:57.000,,,,,2025-11-03 16:14:57.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,N,,,,,,
755.0,Safaricom ET Broadband Updated 1 today13 test test,,0.0,P,0.0,,,Y,ETD50839,,,device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-11-03 16:36:25.000,,,,,2025-11-03 16:36:25.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
756.0,Safaricom ET Broadband Updated 1 today13 test test11,,0.0,P,0.0,,,Y,ETD50840,,,device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-11-03 16:39:50.000,,,,,2025-11-03 16:39:50.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
757.0,Safaricom ET Broadband Updated 1 today123,,0.0,P,0.0,,,Y,ETD50823,,,device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-11-03 17:48:50.000,,,,,2025-11-03 17:48:50.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
758.0,Pre pay AirFiber 20 Mbps,1.0,,L,0.0,0.0,0.0,N,"2021",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-07 15:17:39.000,,,,,2025-11-07 02:00:00.000,2125-11-07 02:00:00.000,,,,aguta,,,,,,,,,,,,
759.0,"100 GB_Valid 1 Months",1.0,,L,0.0,0.0,0.0,N,"2029",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-07 15:40:40.000,,,,,2025-11-07 02:00:00.000,2125-11-07 02:00:00.000,,,,fgirma1,,,,,,,,,,,,
760.0,"1,200 Tele Mins+ 20 GB + 50 Tele SMS",1.0,,L,0.0,0.0,0.0,N,"2033",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-10 13:08:58.000,,,,,2025-11-10 02:00:00.000,2125-11-10 02:00:00.000,,,,fgirma1,,,,,,,,,,,,
761.0,"250 GB_Valid 3 Months",1.0,,L,0.0,0.0,0.0,N,"2030",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-10 13:42:25.000,,,,,2025-11-10 02:00:00.000,2125-11-10 02:00:00.000,,,,fgirma1,,,,,,,,,,,,
762.0,"1000 GB for 1 year",1.0,,L,0.0,0.0,0.0,N,"2023",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-10 14:00:33.000,,,,,2025-11-10 02:00:00.000,2125-11-10 02:00:00.000,,,,fgirma1,,,,,,,,,,,,
